Entity.ID,Year,OneYearRetention,ThreeYearRetention,FiveYearRetention
A00014493,2006,FALSE,FALSE,FALSE
A00014493,2021,FALSE,FALSE,FALSE
A00090796,2003,FALSE,FALSE,FALSE
A00090796,2008,FALSE,FALSE,TRUE
A00014497,2015,FALSE,FALSE,FALSE
A00014497,2021,FALSE,FALSE,FALSE
A00014497,2023,FALSE,TRUE,TRUE
A00216840,2008,FALSE,FALSE,FALSE
A00216840,2009,TRUE,TRUE,TRUE
A00014501,2008,FALSE,FALSE,FALSE
A00014503,2008,FALSE,FALSE,FALSE
A00014503,2014,FALSE,FALSE,FALSE
A00014503,2015,TRUE,TRUE,TRUE
A00014503,2016,TRUE,TRUE,TRUE
A00014503,2017,TRUE,TRUE,TRUE
A00014503,2022,FALSE,FALSE,TRUE
A00217515,2006,FALSE,FALSE,FALSE
A00217515,2009,FALSE,TRUE,TRUE
A00217515,2010,TRUE,TRUE,TRUE
A00217515,2011,TRUE,TRUE,TRUE
A00014678,2004,FALSE,FALSE,FALSE
A00014678,2009,FALSE,FALSE,TRUE
A00014678,2014,FALSE,FALSE,TRUE
A00227748,2018,FALSE,FALSE,FALSE
A00014682,2008,FALSE,FALSE,FALSE
A00014685,2002,FALSE,FALSE,FALSE
A00014685,2003,TRUE,TRUE,TRUE
A00014688,2016,FALSE,FALSE,FALSE
A00014707,2004,FALSE,FALSE,FALSE
A00014711,2014,FALSE,FALSE,FALSE
A00014711,2017,FALSE,TRUE,TRUE
A00019239,2014,FALSE,FALSE,FALSE
A00019239,2017,FALSE,TRUE,TRUE
A00014712,2005,FALSE,FALSE,FALSE
A00014720,2005,FALSE,FALSE,FALSE
A00509391,2005,FALSE,FALSE,FALSE
A00087185,2002,FALSE,FALSE,FALSE
A00087185,2004,FALSE,TRUE,TRUE
A00084979,2002,FALSE,FALSE,FALSE
A00084979,2003,TRUE,TRUE,TRUE
A00084979,2004,TRUE,TRUE,TRUE
A00084979,2005,TRUE,TRUE,TRUE
A00084979,2007,FALSE,TRUE,TRUE
A00084979,2010,FALSE,TRUE,TRUE
A00084979,2013,FALSE,TRUE,TRUE
A00084979,2016,FALSE,TRUE,TRUE
A00084979,2018,FALSE,TRUE,TRUE
A00084979,2020,FALSE,TRUE,TRUE
A00014724,2005,FALSE,FALSE,FALSE
A00014724,2006,TRUE,TRUE,TRUE
A00014724,2007,TRUE,TRUE,TRUE
A00264880,2005,FALSE,FALSE,FALSE
A00264880,2006,TRUE,TRUE,TRUE
A00264880,2007,TRUE,TRUE,TRUE
A00015098,2002,FALSE,FALSE,FALSE
A00015098,2003,TRUE,TRUE,TRUE
A00015098,2006,FALSE,TRUE,TRUE
A00015098,2007,TRUE,TRUE,TRUE
A00015098,2015,FALSE,FALSE,FALSE
A00015098,2018,FALSE,TRUE,TRUE
A00015098,2020,FALSE,TRUE,TRUE
A00015098,2022,FALSE,TRUE,TRUE
A00092471,2002,FALSE,FALSE,FALSE
A00092471,2003,TRUE,TRUE,TRUE
A00092471,2006,FALSE,TRUE,TRUE
A00092471,2007,TRUE,TRUE,TRUE
A00092471,2015,FALSE,FALSE,FALSE
A00092471,2018,FALSE,TRUE,TRUE
A00092471,2020,FALSE,TRUE,TRUE
A00092471,2022,FALSE,TRUE,TRUE
A00015100,2003,FALSE,FALSE,FALSE
A00015100,2004,TRUE,TRUE,TRUE
A00015100,2005,TRUE,TRUE,TRUE
A00015100,2006,TRUE,TRUE,TRUE
A00015100,2007,TRUE,TRUE,TRUE
A00015100,2008,TRUE,TRUE,TRUE
A00015100,2011,FALSE,TRUE,TRUE
A00015100,2012,TRUE,TRUE,TRUE
A00015100,2016,FALSE,FALSE,TRUE
A00015104,2015,FALSE,FALSE,FALSE
A00015104,2017,FALSE,TRUE,TRUE
A00015104,2018,TRUE,TRUE,TRUE
A00015104,2019,TRUE,TRUE,TRUE
A00015104,2020,TRUE,TRUE,TRUE
A00227751,2016,FALSE,FALSE,FALSE
A00227751,2021,FALSE,FALSE,TRUE
A00217492,2005,FALSE,FALSE,FALSE
A00217492,2006,TRUE,TRUE,TRUE
A00015112,2004,FALSE,FALSE,FALSE
A00015113,2002,FALSE,FALSE,FALSE
A00289915,2002,FALSE,FALSE,FALSE
A00090805,2003,FALSE,FALSE,FALSE
A00079534,2003,FALSE,FALSE,FALSE
A00209473,2016,FALSE,FALSE,FALSE
A00015129,2005,FALSE,FALSE,FALSE
A00015129,2006,TRUE,TRUE,TRUE
A00015129,2022,FALSE,FALSE,FALSE
A00204179,2005,FALSE,FALSE,FALSE
A00014891,2004,FALSE,FALSE,FALSE
A00014891,2005,TRUE,TRUE,TRUE
A00014892,2007,FALSE,FALSE,FALSE
A00014899,2004,FALSE,FALSE,FALSE
A00014899,2005,TRUE,TRUE,TRUE
A00014899,2009,FALSE,FALSE,TRUE
A00014899,2010,TRUE,TRUE,TRUE
A00014899,2011,TRUE,TRUE,TRUE
A00014899,2012,TRUE,TRUE,TRUE
A00014899,2016,FALSE,FALSE,TRUE
A00014899,2017,TRUE,TRUE,TRUE
A00014899,2018,TRUE,TRUE,TRUE
A00014899,2020,FALSE,TRUE,TRUE
A00014899,2021,TRUE,TRUE,TRUE
A00065910,2004,FALSE,FALSE,FALSE
A00065910,2005,TRUE,TRUE,TRUE
A00065910,2009,FALSE,FALSE,TRUE
A00065910,2010,TRUE,TRUE,TRUE
A00065910,2011,TRUE,TRUE,TRUE
A00065910,2012,TRUE,TRUE,TRUE
A00065910,2016,FALSE,FALSE,TRUE
A00065910,2017,TRUE,TRUE,TRUE
A00065910,2018,TRUE,TRUE,TRUE
A00065910,2020,FALSE,TRUE,TRUE
A00065910,2021,TRUE,TRUE,TRUE
A00014900,2011,FALSE,FALSE,FALSE
A00242287,2004,FALSE,FALSE,FALSE
A00216841,2004,FALSE,FALSE,FALSE
A00014909,2004,FALSE,FALSE,FALSE
A00014909,2009,FALSE,FALSE,TRUE
A00014909,2012,FALSE,TRUE,TRUE
A00014909,2013,TRUE,TRUE,TRUE
A00014909,2014,TRUE,TRUE,TRUE
A00014909,2015,TRUE,TRUE,TRUE
A00014909,2016,TRUE,TRUE,TRUE
A00014909,2017,TRUE,TRUE,TRUE
A00014909,2019,FALSE,TRUE,TRUE
A00014909,2020,TRUE,TRUE,TRUE
A00014909,2021,TRUE,TRUE,TRUE
A00014909,2023,FALSE,TRUE,TRUE
A00044357,2004,FALSE,FALSE,FALSE
A00044357,2009,FALSE,FALSE,TRUE
A00044357,2012,FALSE,TRUE,TRUE
A00044357,2013,TRUE,TRUE,TRUE
A00044357,2014,TRUE,TRUE,TRUE
A00044357,2015,TRUE,TRUE,TRUE
A00044357,2016,TRUE,TRUE,TRUE
A00044357,2017,TRUE,TRUE,TRUE
A00044357,2019,FALSE,TRUE,TRUE
A00044357,2020,TRUE,TRUE,TRUE
A00044357,2021,TRUE,TRUE,TRUE
A00044357,2023,FALSE,TRUE,TRUE
A00014910,2006,FALSE,FALSE,FALSE
A00014910,2017,FALSE,FALSE,FALSE
A00014913,2021,FALSE,FALSE,FALSE
A00201845,2021,FALSE,FALSE,FALSE
A00014920,2002,FALSE,FALSE,FALSE
A00014929,2005,FALSE,FALSE,FALSE
A00014930,2008,FALSE,FALSE,FALSE
A00014931,2002,FALSE,FALSE,FALSE
A00015303,2004,FALSE,FALSE,FALSE
A00083011,2005,FALSE,FALSE,FALSE
A00083011,2007,FALSE,TRUE,TRUE
A00040578,2005,FALSE,FALSE,FALSE
A00040578,2007,FALSE,TRUE,TRUE
A00015321,2002,FALSE,FALSE,FALSE
A00015325,2020,FALSE,FALSE,FALSE
A00199365,2020,FALSE,FALSE,FALSE
A00201847,2002,FALSE,FALSE,FALSE
A00015328,2004,FALSE,FALSE,FALSE
A00015329,2004,FALSE,FALSE,FALSE
A00015331,2008,FALSE,FALSE,FALSE
A00015332,2003,FALSE,FALSE,FALSE
A00212010,2003,FALSE,FALSE,FALSE
A00212010,2004,TRUE,TRUE,TRUE
A00015343,2005,FALSE,FALSE,FALSE
A00015343,2012,FALSE,FALSE,FALSE
A00015343,2015,FALSE,TRUE,TRUE
A00015350,2003,FALSE,FALSE,FALSE
A00494601,2003,FALSE,FALSE,FALSE
A00015515,2010,FALSE,FALSE,FALSE
A00015515,2013,FALSE,TRUE,TRUE
A00015515,2015,FALSE,TRUE,TRUE
A00015515,2016,TRUE,TRUE,TRUE
A00015515,2017,TRUE,TRUE,TRUE
A00015515,2018,TRUE,TRUE,TRUE
A00015515,2019,TRUE,TRUE,TRUE
A00015515,2020,TRUE,TRUE,TRUE
A00062764,2010,FALSE,FALSE,FALSE
A00062764,2013,FALSE,TRUE,TRUE
A00062764,2015,FALSE,TRUE,TRUE
A00062764,2016,TRUE,TRUE,TRUE
A00062764,2017,TRUE,TRUE,TRUE
A00062764,2018,TRUE,TRUE,TRUE
A00062764,2019,TRUE,TRUE,TRUE
A00062764,2020,TRUE,TRUE,TRUE
A00085288,2008,FALSE,FALSE,FALSE
A00372282,2008,FALSE,FALSE,FALSE
A00015523,2007,FALSE,FALSE,FALSE
A00015523,2008,TRUE,TRUE,TRUE
A00081931,2007,FALSE,FALSE,FALSE
A00081931,2008,TRUE,TRUE,TRUE
A00015528,2018,FALSE,FALSE,FALSE
A00015528,2019,TRUE,TRUE,TRUE
A00015532,2019,FALSE,FALSE,FALSE
A00508039,2019,FALSE,FALSE,FALSE
A00015540,2018,FALSE,FALSE,FALSE
A00015540,2021,FALSE,TRUE,TRUE
A00015555,2003,FALSE,FALSE,FALSE
A00015931,2008,FALSE,FALSE,FALSE
A00015931,2014,FALSE,FALSE,FALSE
A00077482,2008,FALSE,FALSE,FALSE
A00077482,2014,FALSE,FALSE,FALSE
A00015935,2004,FALSE,FALSE,FALSE
A00015935,2005,TRUE,TRUE,TRUE
A00015937,2004,FALSE,FALSE,FALSE
A00015941,2006,FALSE,FALSE,FALSE
A00015943,2005,FALSE,FALSE,FALSE
A00015952,2017,FALSE,FALSE,FALSE
A00201849,2005,FALSE,FALSE,FALSE
A00015954,2006,FALSE,FALSE,FALSE
A00054564,2006,FALSE,FALSE,FALSE
A00015961,2007,FALSE,FALSE,FALSE
A00015961,2008,TRUE,TRUE,TRUE
A00015962,2002,FALSE,FALSE,FALSE
A00015962,2003,TRUE,TRUE,TRUE
A00015964,2003,FALSE,FALSE,FALSE
A00015964,2021,FALSE,FALSE,FALSE
A00055057,2003,FALSE,FALSE,FALSE
A00055057,2021,FALSE,FALSE,FALSE
A00015974,2004,FALSE,FALSE,FALSE
A00015974,2005,TRUE,TRUE,TRUE
A00207946,2003,FALSE,FALSE,FALSE
A00234012,2003,FALSE,FALSE,FALSE
A00015721,2011,FALSE,FALSE,FALSE
A00015738,2005,FALSE,FALSE,FALSE
A00015745,2003,FALSE,FALSE,FALSE
A00015745,2004,TRUE,TRUE,TRUE
A00015745,2013,FALSE,FALSE,FALSE
A00015745,2014,TRUE,TRUE,TRUE
A00015746,2003,FALSE,FALSE,FALSE
A00015746,2004,TRUE,TRUE,TRUE
A00015746,2007,FALSE,TRUE,TRUE
A00015746,2008,TRUE,TRUE,TRUE
A00015746,2012,FALSE,FALSE,TRUE
A00015746,2016,FALSE,FALSE,TRUE
A00015763,2015,FALSE,FALSE,FALSE
A00016140,2005,FALSE,FALSE,FALSE
A00016141,2009,FALSE,FALSE,FALSE
A00451860,2009,FALSE,FALSE,FALSE
A00016149,2004,FALSE,FALSE,FALSE
A00016157,2007,FALSE,FALSE,FALSE
A00016166,2002,FALSE,FALSE,FALSE
A00016166,2007,FALSE,FALSE,TRUE
A00016166,2008,TRUE,TRUE,TRUE
A00016166,2012,FALSE,FALSE,TRUE
A00016166,2013,TRUE,TRUE,TRUE
A00016342,2009,FALSE,FALSE,FALSE
A00016342,2012,FALSE,TRUE,TRUE
A00216853,2007,FALSE,FALSE,FALSE
A00087625,2021,FALSE,FALSE,FALSE
A00529119,2021,FALSE,FALSE,FALSE
A00016362,2003,FALSE,FALSE,FALSE
A00016362,2008,FALSE,FALSE,TRUE
A00439182,2003,FALSE,FALSE,FALSE
A00439182,2008,FALSE,FALSE,TRUE
A00016363,2015,FALSE,FALSE,FALSE
A00016363,2016,TRUE,TRUE,TRUE
A00016364,2004,FALSE,FALSE,FALSE
A00082838,2005,FALSE,FALSE,FALSE
A00016381,2006,FALSE,FALSE,FALSE
A00016381,2007,TRUE,TRUE,TRUE
A00227768,2017,FALSE,FALSE,FALSE
A00406794,2017,FALSE,FALSE,FALSE
A00016385,2004,FALSE,FALSE,FALSE
A00016386,2008,FALSE,FALSE,FALSE
A00016386,2020,FALSE,FALSE,FALSE
A00013080,2004,FALSE,FALSE,FALSE
A00013080,2005,TRUE,TRUE,TRUE
A00013080,2006,TRUE,TRUE,TRUE
A00013080,2008,FALSE,TRUE,TRUE
A00013080,2011,FALSE,TRUE,TRUE
A00013080,2017,FALSE,FALSE,FALSE
A00013080,2018,TRUE,TRUE,TRUE
A00013080,2019,TRUE,TRUE,TRUE
A00013090,2003,FALSE,FALSE,FALSE
A00013090,2005,FALSE,TRUE,TRUE
A00013090,2009,FALSE,FALSE,TRUE
A00013099,2004,FALSE,FALSE,FALSE
A00013099,2005,TRUE,TRUE,TRUE
A00012239,2004,FALSE,FALSE,FALSE
A00012239,2005,TRUE,TRUE,TRUE
A00013112,2006,FALSE,FALSE,FALSE
A00013114,2019,FALSE,FALSE,FALSE
A00201854,2010,FALSE,FALSE,FALSE
A00201854,2021,FALSE,FALSE,FALSE
A00227771,2008,FALSE,FALSE,FALSE
A00013118,2008,FALSE,FALSE,FALSE
A00013296,2003,FALSE,FALSE,FALSE
A00013296,2009,FALSE,FALSE,FALSE
A00026347,2003,FALSE,FALSE,FALSE
A00026347,2009,FALSE,FALSE,FALSE
A00013301,2005,FALSE,FALSE,FALSE
A00013307,2022,FALSE,FALSE,FALSE
A00408393,2022,FALSE,FALSE,FALSE
A00013314,2003,FALSE,FALSE,FALSE
A00013314,2004,TRUE,TRUE,TRUE
A00013314,2008,FALSE,FALSE,TRUE
A00013314,2012,FALSE,FALSE,TRUE
A00013314,2013,TRUE,TRUE,TRUE
A00013314,2014,TRUE,TRUE,TRUE
A00013314,2015,TRUE,TRUE,TRUE
A00351470,2003,FALSE,FALSE,FALSE
A00351470,2004,TRUE,TRUE,TRUE
A00351470,2008,FALSE,FALSE,TRUE
A00351470,2012,FALSE,FALSE,TRUE
A00351470,2013,TRUE,TRUE,TRUE
A00351470,2014,TRUE,TRUE,TRUE
A00351470,2015,TRUE,TRUE,TRUE
A00086922,2003,FALSE,FALSE,FALSE
A00013316,2005,FALSE,FALSE,FALSE
A00013316,2006,TRUE,TRUE,TRUE
A00013316,2022,FALSE,FALSE,FALSE
A00013318,2020,FALSE,FALSE,FALSE
A00013318,2023,FALSE,TRUE,TRUE
A00512273,2020,FALSE,FALSE,FALSE
A00512273,2023,FALSE,TRUE,TRUE
A00013324,2005,FALSE,FALSE,FALSE
A00013328,2017,FALSE,FALSE,FALSE
A00013328,2018,TRUE,TRUE,TRUE
A00013328,2019,TRUE,TRUE,TRUE
A00216855,2015,FALSE,FALSE,FALSE
A00216855,2016,TRUE,TRUE,TRUE
A00216855,2018,FALSE,TRUE,TRUE
A00013748,2002,FALSE,FALSE,FALSE
A00013765,2004,FALSE,FALSE,FALSE
A00013767,2002,FALSE,FALSE,FALSE
A00013767,2003,TRUE,TRUE,TRUE
A00013767,2004,TRUE,TRUE,TRUE
A00013773,2007,FALSE,FALSE,FALSE
A00013773,2015,FALSE,FALSE,FALSE
A00013777,2002,FALSE,FALSE,FALSE
A00013109,2002,FALSE,FALSE,FALSE
A00013779,2005,FALSE,FALSE,FALSE
A00228954,2004,FALSE,FALSE,FALSE
A00228954,2005,TRUE,TRUE,TRUE
A00228954,2006,TRUE,TRUE,TRUE
A00228954,2007,TRUE,TRUE,TRUE
A00228954,2008,TRUE,TRUE,TRUE
A00228954,2009,TRUE,TRUE,TRUE
A00013782,2015,FALSE,FALSE,FALSE
A00083012,2015,FALSE,FALSE,FALSE
A00013786,2008,FALSE,FALSE,FALSE
A00013786,2014,FALSE,FALSE,FALSE
A00013788,2010,FALSE,FALSE,FALSE
A00013790,2003,FALSE,FALSE,FALSE
A00046804,2003,FALSE,FALSE,FALSE
A00086232,2002,FALSE,FALSE,FALSE
A00013795,2007,FALSE,FALSE,FALSE
A00013795,2008,TRUE,TRUE,TRUE
A00013955,2005,FALSE,FALSE,FALSE
A00013959,2003,FALSE,FALSE,FALSE
A00013959,2004,TRUE,TRUE,TRUE
A00013959,2006,FALSE,TRUE,TRUE
A00013959,2008,FALSE,TRUE,TRUE
A00013959,2009,TRUE,TRUE,TRUE
A00013959,2013,FALSE,FALSE,TRUE
A00013959,2014,TRUE,TRUE,TRUE
A00016770,2003,FALSE,FALSE,FALSE
A00016770,2004,TRUE,TRUE,TRUE
A00016770,2006,FALSE,TRUE,TRUE
A00016770,2008,FALSE,TRUE,TRUE
A00016770,2009,TRUE,TRUE,TRUE
A00016770,2013,FALSE,FALSE,TRUE
A00016770,2014,TRUE,TRUE,TRUE
A00089181,2003,FALSE,FALSE,FALSE
A00089181,2021,FALSE,FALSE,FALSE
A00409296,2003,FALSE,FALSE,FALSE
A00409296,2021,FALSE,FALSE,FALSE
A00013967,2009,FALSE,FALSE,FALSE
A00013975,2020,FALSE,FALSE,FALSE
A00013986,2021,FALSE,FALSE,FALSE
A00013992,2011,FALSE,FALSE,FALSE
A00013992,2014,FALSE,TRUE,TRUE
A00013992,2015,TRUE,TRUE,TRUE
A00013992,2016,TRUE,TRUE,TRUE
A00013992,2017,TRUE,TRUE,TRUE
A00013992,2021,FALSE,FALSE,TRUE
A00013993,2003,FALSE,FALSE,FALSE
A00013993,2004,TRUE,TRUE,TRUE
A00013993,2009,FALSE,FALSE,TRUE
A00013993,2010,TRUE,TRUE,TRUE
A00013993,2011,TRUE,TRUE,TRUE
A00013993,2012,TRUE,TRUE,TRUE
A00013993,2013,TRUE,TRUE,TRUE
A00013993,2014,TRUE,TRUE,TRUE
A00013993,2015,TRUE,TRUE,TRUE
A00013993,2016,TRUE,TRUE,TRUE
A00013993,2017,TRUE,TRUE,TRUE
A00013993,2018,TRUE,TRUE,TRUE
A00013993,2019,TRUE,TRUE,TRUE
A00013993,2021,FALSE,TRUE,TRUE
A00013993,2022,TRUE,TRUE,TRUE
A00427169,2003,FALSE,FALSE,FALSE
A00427169,2009,FALSE,FALSE,FALSE
A00427169,2010,TRUE,TRUE,TRUE
A00427169,2011,TRUE,TRUE,TRUE
A00427169,2012,TRUE,TRUE,TRUE
A00427169,2013,TRUE,TRUE,TRUE
A00427169,2014,TRUE,TRUE,TRUE
A00427169,2015,TRUE,TRUE,TRUE
A00427169,2016,TRUE,TRUE,TRUE
A00427169,2017,TRUE,TRUE,TRUE
A00427169,2018,TRUE,TRUE,TRUE
A00427169,2019,TRUE,TRUE,TRUE
A00427169,2021,FALSE,TRUE,TRUE
A00427169,2022,TRUE,TRUE,TRUE
A00014007,2003,FALSE,FALSE,FALSE
A00014007,2005,FALSE,TRUE,TRUE
A00014007,2006,TRUE,TRUE,TRUE
A00014007,2008,FALSE,TRUE,TRUE
A00014007,2009,TRUE,TRUE,TRUE
A00014007,2011,FALSE,TRUE,TRUE
A00014007,2013,FALSE,TRUE,TRUE
A00014165,2011,FALSE,FALSE,FALSE
A00089183,2005,FALSE,FALSE,FALSE
A00014178,2006,FALSE,FALSE,FALSE
A00014188,2002,FALSE,FALSE,FALSE
A00014192,2007,FALSE,FALSE,FALSE
A00058950,2007,FALSE,FALSE,FALSE
A00014194,2022,FALSE,FALSE,FALSE
A00014363,2021,FALSE,FALSE,FALSE
A00014372,2002,FALSE,FALSE,FALSE
A00014372,2007,FALSE,FALSE,TRUE
A00031072,2002,FALSE,FALSE,FALSE
A00031072,2007,FALSE,FALSE,TRUE
A00014382,2006,FALSE,FALSE,FALSE
A00014585,2006,FALSE,FALSE,FALSE
A00014384,2006,FALSE,FALSE,FALSE
A00195718,2013,FALSE,FALSE,FALSE
A00195718,2018,FALSE,FALSE,TRUE
A00195718,2019,TRUE,TRUE,TRUE
A00195718,2020,TRUE,TRUE,TRUE
A00195718,2021,TRUE,TRUE,TRUE
A00014401,2020,FALSE,FALSE,FALSE
A00014401,2021,TRUE,TRUE,TRUE
A00014401,2023,FALSE,TRUE,TRUE
A00507895,2020,FALSE,FALSE,FALSE
A00507895,2021,TRUE,TRUE,TRUE
A00507895,2023,FALSE,TRUE,TRUE
A00014406,2002,FALSE,FALSE,FALSE
A00014406,2007,FALSE,FALSE,TRUE
A00014406,2012,FALSE,FALSE,TRUE
A00014406,2021,FALSE,FALSE,FALSE
A00494792,2002,FALSE,FALSE,FALSE
A00494792,2007,FALSE,FALSE,TRUE
A00494792,2012,FALSE,FALSE,TRUE
A00494792,2021,FALSE,FALSE,FALSE
A00014407,2005,FALSE,FALSE,FALSE
A00014407,2011,FALSE,FALSE,FALSE
A00014574,2009,FALSE,FALSE,FALSE
A00014575,2002,FALSE,FALSE,FALSE
